DeviceID,Timestamp,rawData,msgType,scdTemp,scdHumidity,pmTemp,pmHumidity,scdCO2,pm_1,pm_25,pm_10,pmFanSpeed,pmStatus,ptTemp,NO2_WE,NO2_AE,SO2_WE,SO2_AE,NO_WE,NO_AE,shipCount,AfeTEMP,nTindex,NO2,SO2,NO
	1D1CF5,2023-01-01T00:00:39,0x16f2143c4e020520730dd400,1,15,72,20,60,590,8.2,11.5,22.1,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T00:15:32,0x16f1d43c48020510d51a8400,1,15,71,20,60,584,8.1,21.3,42.4,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T00:30:25,0x16f193bc520204e0c212b400,1,15,70,19,60,594,7.8,19.4,29.9,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T00:45:18,0x16f1943c4d0204e0b11b2400,1,15,70,20,60,589,7.8,17.7,43.4,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T01:01:10,0x16f1133c500205c07d128400,1,15,68,18,60,592,9.2,12.5,29.6,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T01:16:03,0x16d0933c49020520b5146400,1,14,66,18,60,585,8.2,18.1,32.6,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T01:30:55,0x16d0933c4702057099193400,1,14,66,18,60,583,8.7,15.3,40.3,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T01:45:48,0x16d0d33c4e0205b08d1a1400,1,14,67,18,60,590,9.1,14.1,41.7,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T02:00:41,0x16d113bc4f0205e0b016f400,1,14,68,19,60,591,9.4,17.6,36.7,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T02:15:34,0x16d113bc490204f0800a8400,1,14,68,19,60,585,7.9,12.8,16.8,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T02:30:27,0x16d1133c51020560980fa400,1,14,68,18,60,593,8.6,15.2,25,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T02:45:20,0x16d0d33c4a020500b30c7400,1,14,67,18,60,586,8,17.9,19.9,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T03:01:12,0x16d113bc3b020530b525b400,1,14,68,19,60,571,8.3,18.1,60.3,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T03:16:05,0x16d193bc43020750b710d400,1,14,70,19,60,579,11.7,18.3,26.9,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T03:30:59,0x16d193bc480209a10d1c5400,1,14,70,19,60,584,15.4,26.9,45.3,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T03:45:51,0x16d193bc46020810d3251400,1,14,70,19,60,582,12.9,21.1,59.3,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T04:00:45,0x16d1d43c46020880b925f400,1,14,71,20,60,582,13.6,18.5,60.7,45,"(0x0) """"",,,,,,,,,,,,,
	1D1CF5,2023-01-01T04:15:37,0x16d193bc4c0206c0bf13c400,1,14,70,19,60,588,10.8,19.1,31.6,45,"(0x0) """"",,,,,,,,,,,,,
